opportunity_id,account_name,account_specialty,account_state,account_providers,stage,win_probability,amount,products,lead_source,owner,region,created_date,close_date,days_in_stage
006810225201,Coastal Plastic Medical Center,Plastic Surgery,AK,3,Proposal Sent,0.55,124800.00,EHR + PM,Outbound BDR,Alex Morrison,West,2026-01-03,2026-06-26,2
006815813281,Palm Dermatology Specialists,Dermatology,UT,20,Discovery,0.20,115900.00,Full Suite,Inbound Web,Alex Morrison,West,2025-12-01,2026-03-19,38
006373608728,Highland Dermatology Practice,Dermatology,MI,3,Prospecting,0.10,47300.00,EHR + PM,Conference,David Kim,Midwest,2025-09-22,2025-11-16,16
006214571317,Lakeside Plastic Specialty Group,Plastic Surgery,OK,3,Negotiation,0.70,79100.00,Full Suite,Referral,Jennifer Ruiz,Southwest,2025-11-22,2026-01-19,3
006349945527,Metro Otolaryngology Medical Practice,Otolaryngology,ME,1,Demo Complete,0.40,98500.00,EHR + PM,Webinar,Sarah Chen,Northeast,2025-11-12,2026-03-13,14
006685699319,Coastal Otolaryngology Specialists,Otolaryngology,NJ,5,Verbal Commit,0.85,91400.00,EHR + PM,Outbound BDR,Sarah Chen,Northeast,2026-01-07,2026-06-23,22
006913038666,Highland Otolaryngology Specialists,Otolaryngology,LA,5,Proposal Sent,0.55,86600.00,EHR,Outbound BDR,Marcus Williams,Southeast,2025-10-18,2025-12-24,45
006819939512,Premier Dermatology Specialists,Dermatology,AL,3,Demo Complete,0.40,115800.00,EHR + PM,Webinar,Marcus Williams,Southeast,2026-02-16,2026-07-20,7
006468708340,Sunrise Urology Clinic,Urology,OH,3,Closed Won,1.00,101500.00,EHR + PM + RCM,Outbound BDR,David Kim,Midwest,2026-02-16,2026-05-01,10
006863844887,Palm Dermatology Healthcare Partners,Dermatology,IA,5,Proposal Sent,0.55,45600.00,EHR + PM,Existing Customer Expansion,David Kim,Midwest,2025-11-12,2026-04-08,40
006726191846,Highland Gastroenterology Center for Excellence,Gastroenterology,SC,3,Negotiation,0.70,179400.00,EHR + PM + RCM,Inbound Web,Marcus Williams,Southeast,2026-01-20,2026-04-24,5
006929090394,Valley Gastroenterology Specialists,Gastroenterology,NY,2,Proposal Sent,0.55,163400.00,EHR + PM,Webinar,Sarah Chen,Northeast,2026-02-09,2026-05-03,13
006440425534,Lakeside Otolaryngology Center for Excellence,Otolaryngology,IN,12,Demo Scheduled,0.30,52000.00,EHR + PM,Outbound BDR,David Kim,Midwest,2025-10-26,2026-04-24,30
006902590712,Central Plastic Institute,Plastic Surgery,SC,2,Discovery,0.20,41900.00,EHR + PM + RCM,Content Download,Marcus Williams,Southeast,2025-10-18,2026-03-21,25
006115003269,Mountain Podiatry Medical Center,Podiatry,NJ,1,Prospecting,0.10,40500.00,Full Suite,Content Download,Sarah Chen,Northeast,2025-11-16,2026-04-11,16
006466009991,Lakeside Gastroenterology Center for Excellence,Gastroenterology,AL,5,Proposal Sent,0.55,130600.00,EHR + PM + RCM,Content Download,Marcus Williams,Southeast,2025-09-05,2025-10-12,43
006214407120,Central Urology Institute,Urology,TX,3,Discovery,0.20,111000.00,Full Suite,Inbound Web,Jennifer Ruiz,Southwest,2025-12-28,2026-02-04,21
006471976663,Palm Orthopedic Institute,Orthopedic Surgery,WV,8,Prospecting,0.10,188300.00,EHR + PM,Outbound BDR,Marcus Williams,Southeast,2025-10-18,2025-12-23,5
006164616403,Coastal Dermatology Medical Associates,Dermatology,AL,8,Demo Scheduled,0.30,70300.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-10-28,2026-03-22,11
006116616952,Highland Pain Healthcare Partners,Pain Management,NH,2,Prospecting,0.10,43400.00,EHR + PM,Webinar,Sarah Chen,Northeast,2025-09-15,2026-01-13,39
006253113251,Valley Pain Medical Practice,Pain Management,AK,5,Demo Complete,0.40,48800.00,EHR,Content Download,Alex Morrison,West,2025-12-16,2026-06-12,5
006161990371,River Gastroenterology Center for Excellence,Gastroenterology,IL,3,Prospecting,0.10,113900.00,EHR,Inbound Web,David Kim,Midwest,2025-09-03,2025-10-14,3
006840656219,Lakeside Pain Practice,Pain Management,TN,5,Verbal Commit,0.85,26400.00,RCM Only,Webinar,Marcus Williams,Southeast,2025-12-07,2026-03-17,36
006307616914,Coastal Ophthalmology Medical Center,Ophthalmology,MN,3,Closed Won,1.00,119000.00,RCM Only,Conference,David Kim,Midwest,2025-12-18,2026-01-29,1
006319964970,Premier Plastic Practice,Plastic Surgery,SC,5,Discovery,0.20,71700.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2025-09-18,2025-10-24,29
006926333140,Premier Podiatry Clinic,Podiatry,AZ,3,Discovery,0.20,39800.00,RCM Only,Existing Customer Expansion,Jennifer Ruiz,Southwest,2026-01-01,2026-05-09,33
006603741513,Heritage Ophthalmology Healthcare Partners,Ophthalmology,AZ,3,Negotiation,0.70,60100.00,EHR,Referral,Jennifer Ruiz,Southwest,2025-10-29,2026-03-23,32
006310328141,Metro Urology Medical Center,Urology,KY,1,Demo Complete,0.40,114900.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-10-05,2025-12-24,11
006206409047,Mountain Urology Practice,Urology,SD,1,Closed Lost,0.00,74300.00,Full Suite,Partner,David Kim,Midwest,2025-11-06,2026-03-24,12
006859232321,Premier Urology Specialty Group,Urology,TX,12,Demo Scheduled,0.30,57400.00,EHR + PM + RCM,Webinar,Jennifer Ruiz,Southwest,2025-09-20,2025-11-13,30
006271293999,Premier Plastic Center for Excellence,Plastic Surgery,MT,2,Demo Scheduled,0.30,83800.00,EHR + PM + RCM,Inbound Web,Alex Morrison,West,2025-11-02,2026-01-01,44
006490641387,Mountain Plastic Medical Associates,Plastic Surgery,NJ,3,Prospecting,0.10,43400.00,EHR + PM,Webinar,Sarah Chen,Northeast,2025-10-11,2026-01-20,26
006236235152,River Plastic Clinic,Plastic Surgery,ME,1,Discovery,0.20,111400.00,Full Suite,Content Download,Sarah Chen,Northeast,2026-01-22,2026-04-20,11
006743865409,Advanced Urology Clinic,Urology,ID,5,Negotiation,0.70,137100.00,EHR + PM + RCM,Existing Customer Expansion,Alex Morrison,West,2025-11-01,2025-12-24,24
006583985317,Metro Ophthalmology Medical Practice,Ophthalmology,NV,5,Prospecting,0.10,81500.00,EHR + PM + RCM,Outbound BDR,Alex Morrison,West,2025-09-03,2026-02-24,42
